numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCA169767	3586	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49'8'' 77°32'0'' -0.818889,-77.5333 SW 1600 		1600			-0.818889	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA169772	3911	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4'0'' 77°31'0'' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-11T00:00:00	2008-04-11T00:00:00					J. Homeier		0			
QCA170189	3579	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Pterocarpus	rohrii		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galleras. 	Parque Nacional Sumaco Galeras, Cordillera Galleras.  0°49''' 77°32''' -0.816667,-77.5333 SW 1600 		1600			-0.816667	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA170526	3904	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Flacourtiaceae	Banara	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-11T00:00:00	2008-04-11T00:00:00					J. Homeier		0			
QCA171172	3687	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Tapirira	guianensis		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°37''' -0.833333,-77.6167 SW 1110 		1110			-0.833333	-77.6167		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA172116	2245	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Casearia	pitumba		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, southern slope of Sumaco Volcano.	Parque Nacional Sumaco Galeras, southern slope of Sumaco Volcano. 0°35'0'' 77°35'0'' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2006-04-06T00:00:00	2006-04-06T00:00:00					J. Homeier		0			
QCA172541	3625	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49'0'' 77°32'0'' -0.816667,-77.5333 SW 1560 		1560			-0.816667	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA172632	3686	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras.	Galeras. 0°50''' 77°37''' -0.833333,-77.6167 SW 1110 		1110			-0.833333	-77.6167		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA172659	2380	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Notopleura	macrophylla		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guayacamayos, ca 6 km SE of Cosanga.	Cordillera de Guayacamayos, ca 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 2100 		2100			-0.633333	-77.8333		2006-10-06T00:00:00	2006-10-06T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA173698	3610	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Chaetocarpus	echinocarpus		Ecuador	Napo	Desconocido	Desconocido	Cordillerag Galeras.	Cordillerag Galeras. 0°49'0'' 77°32'0'' -0.816667,-77.5333 SW 1590 		1590			-0.816667	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA174563	3513	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Besleria	barbata		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed.	Río Hollin watershed. 0°38'0'' 77°47'10'' -0.633333,-77.7861 SW 1550 		1550			-0.633333	-77.7861		2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA175257	2234	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Phyllanthus	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos,  6 km SE of Cosanga.	Cordillera de Guacamayos,  6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier		0			
QCA176739	2307	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Diastema	scabrum		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°32''' -0.816667,-77.5333 SW 1490 		1490			-0.816667	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA177929	2262	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Casearia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco Volcano.	Southern slope of Sumaco Volcano. 0°36'0'' 77°35'0'' -0.6,-77.5833 SW 1750 		1750			-0.6	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA178363	2331	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Parakohleria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50'3'' 77°33'6'' -0.834167,-77.5517 SW 1090 		1090			-0.834167	-77.5517		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA178485	2214	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Pearcea	sprucei		Ecuador	Napo	Desconocido	Desconocido	Cordillera Guacamayos, close to road Cosanga Tena.	Cordillera Guacamayos, close to road Cosanga Tena. 0°40'9'' 77°48'0'' -0.669167,-77.8 SW 1470 		1470			-0.669167	-77.8		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier		0			
QCA178488	3718	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Casearia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras, Río Chiriyacu.	Cordillera Galeras, Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1090 		1090			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA179637	3929	Plantae	Tracheophyta	Magnoliopsida	Picramniales	Simaroubaceae	Simaba	polyphylla		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4'0'' 77°31'0'' -1.06667,-77.5167 SW 500 		500			-1.06667	-77.5167		2008-04-11T00:00:00	2008-04-11T00:00:00					J. Homeier		0			
QCA180349	3745	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Chrysophyllum	venezuelanense		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49'0'' 77°35'0'' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA180586	3746	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	multinervis		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galleras, Río Chiriyacu	Parque Nacional Sumaco Galeras, Cordillera Galleras, Río Chiriyacu 0°50''' 77°34''' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA180598	3736	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	marginata		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galleras.	Parque Nacional Sumaco Galeras, Cordillera Galleras. 0°49'0'' 77°35'0'' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA180607	3744	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	capitata		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA180686	2357	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Columnea	ericae		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2006-04-16T00:00:00	2006-04-16T00:00:00					J. Homeier		0			
QCA182419	3740	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	multiflora		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA182520	3807	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	oblanceolata		Ecuador	Napo	Desconocido	Desconocido	Area of the biological station Jatun Sacha.	Area of the biological station Jatun Sacha. 1°4'0'' 77°37'0'' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA183240	3741	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°49'0'' 77°35'0'' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA183943	2258	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Gasteranthus	corallinus		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°37''' 77°35''' -0.616667,-77.5833 SW 1580 		1580			-0.616667	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA185916	2295	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Diplotropis	purpurea		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galeras.	Parque Nacional Sumaco Galeras, Cordillera Galeras. 0°498''' 77°323''' -8.3,-82.3833 SW 1570 		1570						2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA186021	2233	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Ruagea	ovalis		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Gucamayos, ca 6 km SE of Cosanga.	Cordillera de Gucamayos, ca 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier		0			
QCA186029	3651B	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea	carinata		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA186133	3562	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dussia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galleras.	Parque Nacional Sumaco Galeras, Cordillera Galleras. 0°49.7''' 77°32.3''' -0.828333,-77.5383 SW 1560 		1560			-0.828333	-77.5383		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA187616	3905	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Tetrathylacium	macrophyllum		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-11T00:00:00	2008-04-11T00:00:00					J. Homeier		0			
QCA187644	3817	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Theobroma	subincanum		Ecuador	Napo	Desconocido	Desconocido	Area of the Biological Station Jatun Sacha.	Area of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA188251	2229	Plantae	Tracheophyta	Magnoliopsida	Ericales	Symplocaceae	Symplocos	guacamayensis		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos, ca. 6 km SE of Cosanga.	Cordillera de los Guacamayos, ca. 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier	2009-01-01T00:00:00	0			
QCA188503	2260	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Athyriaceae	Diplazium	chimborazense		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco-Galeras, southern slope of Sumaco Volcano	Parque Nacional Sumaco-Galeras, southern slope of Sumaco Volcano 0°37''' 77°35''' -0.616667,-77.5833 SW 1580 		1580			-0.616667	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA188563	2200	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Erythrina	edulis		Ecuador	Napo	Desconocido	Desconocido	Area of the Yanayacua biological station, 5 km SW of Cosanga.	Area of the Yanayacua biological station, 5 km SW of Cosanga. 0°36''' 77°53''' -0.6,-77.8833 SW 2120 		2120			-0.6	-77.8833		2006-03-29T00:00:00	2006-03-29T00:00:00					J. Homeier		0			
QCA188778	2198	Plantae	Tracheophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Phlegmariurus	wilsonii		Ecuador	Napo	Desconocido	Desconocido	Area of the Yanayacu Biological Station	Area of the Yanayacu Biological Station 0°36''' 77°53''' -0.6,-77.8833 SW 2110 		2110			-0.6	-77.8833		2006-03-29T00:00:00	2006-03-29T00:00:00					J. Homeier		0			
QCA191820	2336	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Violaceae	Gloeospermum	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galeras.	Parque Nacional Sumaco Galeras, Cordillera Galeras. 0°50'0'' 77°37'0'' -0.833333,-77.6167 SW 1200 		1200			-0.833333	-77.6167		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA196508	3861	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Batocarpus	costaricensis		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA196511	3859	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	maxima		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA196513	3857	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Violaceae	Leonia	crassa		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA196514	3856	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Browneopsis	ucayalina		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA196516	3868	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Vochysiaceae	Vochysia	punctata		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA196517	3867	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	exemplaris		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA196519	3866	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Brosimum	utile		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA196520	3865	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA196576	3863	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Neea	divaricata		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA196577	3862	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Nectandra	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA196824	3836	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Micropholis	melinoniana		Ecuador	Napo	Desconocido	Desconocido	Área of the Biological Station Jatun Sacha.	Área of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 430 		430			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA197104	3837	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Sarcaulus	oblatus		Ecuador	Napo	Desconocido	Desconocido	Area of the Biological Station Jatun Sacha.	Area of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 430 		430			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA197105	3818	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Sarcaulus	oblatus		Ecuador	Napo	Desconocido	Desconocido	Area of the biological station Jatun Sacha.	Area of the biological station Jatun Sacha. 1°4'0'' 77°37'0'' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA197611	3844	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Browneopsis	ucayalina		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA197612	3842	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Batocarpus	orinocensis		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA197614	3841	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	pulchella		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA197615	3840	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea	kunthiana		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA198893	3994	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	phyllonomoides		Ecuador	Napo	Desconocido	Desconocido	Area of the Napura reserve, Río Hollín watershed.	Area of the Napura reserve, Río Hollín watershed. 0°40'0'' 77°44'0'' -0.666667,-77.7333 SW 1180 		1180			-0.666667	-77.7333		2008-04-13T00:00:00	2008-04-13T00:00:00					J. Homeier		0			
QCA198899	3989	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Área de Narupa reserve, Río Hollín watershed. 	Área de Narupa reserve, Río Hollín watershed.  0°40''' 77°44''' -0.666667,-77.7333 SW 1180 		1180			-0.666667	-77.7333		2008-04-13T00:00:00	2008-04-13T00:00:00					J. Homeier		0			
QCA198901	3991	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Área of the Napura reserve, Río Hollín watershed. 	Área of the Napura reserve, Río Hollín watershed.  0°40''' 77°44''' -0.666667,-77.7333 SW 1180 		1180			-0.666667	-77.7333		2008-04-13T00:00:00	2008-04-13T00:00:00					J. Homeier		0			
QCA198902	3993	Plantae	Tracheophyta	Magnoliopsida	Malvales	Sterculiaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Área of the Napura reserve, Río Hollín watershed	Área of the Napura reserve, Río Hollín watershed 0°40'0'' 77°44'0'' -0.666667,-77.7333 SW 1180 		1180			-0.666667	-77.7333		2008-04-13T00:00:00	2008-04-13T00:00:00					J. Homeier		0			
QCA199007	3995	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Ruagea	glabra		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Rio Hollin watershed.	Area of the Narupa reserve, Rio Hollin watershed. 0°41''' 77°45''' -0.683333,-77.75 SW 1180 		1180			-0.683333	-77.75		2008-04-13T00:00:00	2008-04-13T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA199092	3998	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Cestrum	megalophyllum		Ecuador	Napo	Desconocido	Desconocido	Area of Narupa reserve, Rio Hollín watershed.	Area of Narupa reserve, Rio Hollín watershed. 0°40'0'' 77°44'0'' -0.666667,-77.7333 SW 1180 		1180			-0.666667	-77.7333		2008-04-13T00:00:00	2008-04-13T00:00:00					J. Homeier		0			
QCA199093	3999	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	pilgeriana		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Rio Hollín watershed.	Area of the Narupa reserve, Rio Hollín watershed. 0°40'0'' 77°44'0'' -0.666667,-77.7333 SW 1180 		1180			-0.666667	-77.7333		2008-04-13T00:00:00	2008-04-13T00:00:00					J. Homeier		0			
