Site,Plot,PlotID,Year,Sample_ID,old_treeID,new_TreeID,family,genus,species,Type,C_percent,d13C_permil,N_percent,Cb_percent,d15N_permil,bulk_d13C_permil,herbarium_id,source_file,Elevation_m
Galeras,23.0,Galeras_23,2006,p23-578,578.0,,Fabaceae,Inga,leiocalycina,,,,2.731250225924158,42.488119270369516,1.411476163124641,-32.66523757509557,2021,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2006,p23-566,566.0,8631.0,Rubiaceae,Posoqueria,latifolia,,,,1.886422637028332,44.56981416018225,-0.595567620927937,-32.39193745232646,2016,Galeras_cellulose.xlsx,1000.0
Galeras,29.0,Galeras_29,2006,p29-792,792.0,,Chrysobalanaceae,Hirtella,cf. schultesii,,,,1.7992371587603528,38.543766644987734,1.274521224086871,-33.11311721332316,"3796,2501",Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2006,jh-3621,1465.0,8778.0,Lauraceae,Persea,aff. pseudofasciculata,leaf herbarium,45.865248457426,-31.0890832867233,,,,,3621,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2006,jh-3657,1813.0,8763.0,Lauraceae,Ocotea,,leaf herbarium,47.2527444857905,-30.3548040503321,,,,,3657,Galeras_cellulose.xlsx,1500.0
Galeras,24.0,Galeras_24,2006,jh-2070,596.0,,Lacistemataceae,Lacistema,,leaf herbarium,45.3839858150379,-30.2505650268338,,,,,2070,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2006,jh-2053,541.0,,Meliaceae,Guarea,silvatica,leaf herbarium,42.7164489294743,-32.4842367140312,,,,,2053,Galeras_cellulose.xlsx,1000.0
Galeras,28.0,Galeras_28,2006,jh-3600,724.0,,Olacaceae,,,leaf herbarium,53.8557358764967,-29.2935503374764,,,,,3600,Galeras_cellulose.xlsx,2000.0
Galeras,23.0,Galeras_23,2006,jh-2034,570.0,8980.0,Moraceae,Sorocea,trophoides,leaf herbarium,42.9464182290098,-30.6019667295903,,,,,2034,Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2006,jh-3620,1486.0,8615.0,Lauraceae,Ocotea, cf. longifolia,leaf herbarium,46.8515023190462,-27.7137667360763,,,,,3620,Galeras_cellulose.xlsx,1500.0
Galeras,48.0,Galeras_48,2006,jh-3710,1414.0,8664.0,Moraceae,Pseudolmedia,laevis,leaf herbarium,45.3228924257647,-31.3997276174484,,,,,3710,Galeras_cellulose.xlsx,1000.0
Galeras,62.0,Galeras_62,2006,jh-2531,1896.0,8904.0,Phyllanthaceae,Hieronyma,oblonga,leaf herbarium,44.5570835754965,-30.5469976395168,,,,,2531,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2006,jh-2525,1807.0,8769.0,Peraceae,Chaetocarpus,,leaf herbarium,45.7823754579709,-30.3566622790315,,,,,2525,Galeras_cellulose.xlsx,1500.0
Galeras,48.0,Galeras_48,2006,jh-2456,1390.0,8686.0,Annonaceae,Guatteria,gentryi,leaf herbarium,43.9496696730377,-29.1318120030462,,,,,"3707,2456",Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2006,jh-3625,1464.0,8800.0,Euphorbiaceae,Alchornea,triplinervia,leaf herbarium,45.4401972883233,-27.1383504370339,,,,,3625,Galeras_cellulose.xlsx,1500.0
Galeras,48.0,Galeras_48,2006,jh-3698,1400.0,8672.0,Moraceae,Naucleopsis,ulei,leaf herbarium,44.35597340306,-27.1346821803577,,,,,3698,Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2006,jh-3623,1495.0,8609.0,Simaroubaceae,Simarouba,amara,leaf herbarium,45.4280590398283,-29.8839085881914,,,,,3623,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2006,jh-3659,1804.0,8777.0,Lauraceae,Ocotea,,leaf herbarium,44.7846716829324,-32.3945640908721,,,,,3659 und 2524,Galeras_cellulose.xlsx,1500.0
Galeras,62.0,Galeras_62,2006,jh-2529,1882.0,8909.0,Symplocaceae,Symplocos,cf guacamayensis,leaf herbarium,43.84,-32.97,,,,,"3612,2529",Galeras_cellulose.xlsx,1500.0
Galeras,62.0,Galeras_62,2006,jh-3608,1894.0,,Lauraceae,Ocotea,aciphylla,leaf herbarium,45.67,-30.58,,,,,"3608,2530",Galeras_cellulose.xlsx,1500.0
Galeras,28.0,Galeras_28,2006,jh-3582,755.0,8708.0,Lauraceae,Ocotea,subrutilans,leaf herbarium,46.66,-29.63,,,,,3582,Galeras_cellulose.xlsx,2000.0
Galeras,48.0,Galeras_48,2006,jh-3706,1417.0,8658.0,Moraceae,Sorocea,sp.,leaf herbarium,44.99,-30.11,,,,,3706,Galeras_cellulose.xlsx,1000.0
Galeras,62.0,Galeras_62,2006,jh-3607,1906.0,8911.0,Cunnoniaceae,Weinmannia,pinnata,leaf herbarium,46.08,-26.49,,,,,3607,Galeras_cellulose.xlsx,1500.0
Galeras,28.0,Galeras_28,2006,jh-3580,757.0,8702.0,Peraceae,Chaetocarpus,,leaf herbarium,44.17,-31.78,,,,,3580,Galeras_cellulose.xlsx,2000.0
Galeras,48.0,Galeras_48,2006,jh-3696,1411.0,8665.0,Moraceae,Helicostylis,tomentosa,leaf herbarium,46.66,-25.47,,,,,3696,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2006,jh-3703,1406.0,8666.0,Malpighiaceae,Byrsonima,,leaf herbarium,45.47,-33.67,,,,,"3703, 2461",Galeras_cellulose.xlsx,1000.0
Galeras,60.0,Galeras_60,2006,jh-3662,1806.0,8743.0,Calophyllaceae,Marila,,leaf herbarium,47.76,-29.3,,,,,"3662, =2512",Galeras_cellulose.xlsx,1500.0
Galeras,28.0,Galeras_28,2006,jh-3601,726.0,8733.0,Sapotaceae,Sapo28,,leaf herbarium,45.63,-29.26,,,,,3601,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2006,jh-3579,719.0,8735.0,Fabaceae,Diplotropis,aff purpurea,leaf herbarium,44.99,-30.63,,,,,"3579,2295",Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2006,jh-3589,716.0,8736.0,Chrysobalanaceae,Moquilea,magnifructa,leaf herbarium,43.11,-28.93,,,,,3589,Galeras_cellulose.xlsx,2000.0
Galeras,48.0,Galeras_48,2006,jh-3707,1390.0,8686.0,Annonaceae,Guatteria,gentryi,leaf herbarium,59.24,-29.78,,,,,"3707,2456",Galeras_cellulose.xlsx,1000.0
Galeras,62.0,Galeras_62,2006,jh-3611,1901.0,8924.0,Rubiaceae,Rubi28,,leaf herbarium,45.19,-26.2,,,,,3611,Galeras_cellulose.xlsx,1500.0
Galeras,62.0,Galeras_62,2006,jh-3595,1872.0,8920.0,,,,leaf herbarium,45.05,-28.6,,,,,3595,Galeras_cellulose.xlsx,1500.0
Galeras,28.0,Galeras_28,2006,jh-3581,739.0,8726.0,Rubiaceae,Elaeagia,mariae,leaf herbarium,47.09,-27.91,,,,,3581,Galeras_cellulose.xlsx,2000.0
Galeras,62.0,Galeras_62,2006,jh-3609,1907.0,8915.0,Lauraceae,Aniba,,leaf herbarium,44.13,-30.28,,,,,3609,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2006,jh-3659,1804.0,8777.0,Lauraceae,Ocotea,,leaf herbarium,44.55,-31.83,,,,,3659 und 2524,Galeras_cellulose.xlsx,1500.0
Galeras,48.0,Galeras_48,2006,jh-3697,1404.0,8669.0,Apocynaceae,Lacmellea,speciosa,leaf herbarium,50.79,-30.0,,,,,3697,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2006,jh-p22-3782,547.0,8968.0,Myristicaceae,Virola,pavonis,leaf herbarium,45.43,-29.02,,,,,3782,Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2006,jh-p50-3620,1486.0,8615.0,Lauraceae,Ocotea, cf. longifolia,leaf herbarium,43.87,-27.97,,,,,3620,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2006,jh-p50-3627,1461.0,8796.0,Chrysobalanaceae,Licania,micrantha,leaf herbarium,43.91,-31.58,,,,,3627,Galeras_cellulose.xlsx,1500.0
Galeras,23.0,Galeras_23,2006,jh-p23-3742,576.0,8990.0,Rubiaceae,Kutchubaea,semisericea,leaf herbarium,41.23,-32.18,,,,,3742,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2006,jh-p48-3712,1393.0,8683.0,Urticaceae,Pourouma,cf bicolor,leaf herbarium,41.21,-29.93,,,,,3712,Galeras_cellulose.xlsx,1000.0
Galeras,28.0,Galeras_28,2006,jh-p28-3581,739.0,8726.0,Rubiaceae,Elaeagia,mariae,leaf herbarium,43.69,-26.37,,,,,3581,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2006,jh-p28-2293,717.0,,Rubiaceae,Ladenbergia,,leaf herbarium,45.21,-32.32,,,,,2293,Galeras_cellulose.xlsx,2000.0
Galeras,50.0,Galeras_50,2006,jh-p50-3623,1495.0,8609.0,Simaroubaceae,Simarouba,amara,leaf herbarium,43.51,-30.54,,,,,3623,Galeras_cellulose.xlsx,1500.0
Galeras,23.0,Galeras_23,2006,jh-p23-3745,564.0,8974.0,Sapotaceae,Cornuella,venezuelanense,leaf herbarium,36.76,-26.51,,,,,3745,Galeras_cellulose.xlsx,1000.0
Galeras,60.0,Galeras_60,2006,jh-p60-3658,1833.0,8744.0,,,,leaf herbarium,44.04,-30.74,,,,,3658,Galeras_cellulose.xlsx,1500.0
Galeras,62.0,Galeras_62,2006,jh-p62-3609,1907.0,8915.0,Lauraceae,Aniba,,leaf herbarium,43.33,-30.76,,,,,3609,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2006,jh-p50-3616,1478.0,8628.0,Lauraceae,Ocotea,aff. subrutilans,leaf herbarium,49.8,-31.05,,,,,3616,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2006,jh-p60-3660,1830.0,8752.0,Lauraceae,Ocotea,subrutilans,leaf herbarium,52.480000000000004,-30.97,,,,,3660,Galeras_cellulose.xlsx,1500.0
Galeras,22.0,Galeras_22,2006,jh-p22-2045,535.0,8955.0,Myristicaceae,Virola,calophylla,leaf herbarium,44.190000000000005,-31.87,,,,,2045,Galeras_cellulose.xlsx,1000.0
Galeras,28.0,Galeras_28,2006,jh-p28-3588,732.0,,Sapindaceae,Matayba,,leaf herbarium,47.88,-30.17,,,,,3588,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2006,jh-p28-2312,738.0,8723.0,Rubiaceae,Rubi28,,leaf herbarium,45.51,-31.8,,,,,2312,Galeras_cellulose.xlsx,2000.0
Galeras,50.0,Galeras_50,2006,jh-p50-3618,1489.0,,Sapotaceae,Pouteria,cuspidata,leaf herbarium,48.83,-31.33,,,,,3618,Galeras_cellulose.xlsx,1500.0
Galeras,28.0,Galeras_28,2006,jh-p28-2311,737.0,8721.0,Moraceae,Helicostylis,tovariensis,leaf herbarium,43.15,-29.76,,,,,2311,Galeras_cellulose.xlsx,2000.0
Galeras,48.0,Galeras_48,2006,jh-p48-3697,1404.0,8669.0,Apocynaceae,Lacmellea,speciosa,leaf herbarium,47.449999999999996,-28.66,,,,,3697,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2006,jh-p48-3709,1389.0,8685.0,Chrysobalanaceae,Parinari,klugii,leaf herbarium,39.129999999999995,-30.4,,,,,"3709,2455",Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2006,jh-p50-3622,1483.0,8617.0,Myrtaceae,Siphoneugena,densiflora,leaf herbarium,46.93,-29.22,,,,,3622,Galeras_cellulose.xlsx,1500.0
Galeras,24.0,Galeras_24,2006,jh-p24-3683,583.0,,Lauraceae,Ocotea,floribunda,leaf herbarium,45.97,-30.1,,,,,3683,Galeras_cellulose.xlsx,1000.0
Galeras,62.0,Galeras_62,2006,jh-p62-3612,1882.0,8909.0,Symplocaceae,Symplocos,cf guacamayensis,leaf herbarium,49.79,-31.97,,,,,"3612,2529",Galeras_cellulose.xlsx,1500.0
Galeras,62.0,Galeras_62,2006,jh-p62-3602,1878.0,,Rutaceae,Zanthoxylum,melanostictum,leaf herbarium,48.97,-28.29,,,,,3602,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2006,jh-p50-3621,1465.0,8778.0,Lauraceae,Persea,aff. pseudofasciculata,leaf herbarium,47.17,-32.07,,,,,3621,Galeras_cellulose.xlsx,1500.0
Galeras,48.0,Galeras_48,2006,jh-p48-3710,1414.0,8664.0,Moraceae,Pseudolmedia,laevis,leaf herbarium,45.86,-31.48,,,,,3710,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2006,jh-p48-3700,1407.0,8667.0,Myrtaceae,Calyptranthes,,leaf herbarium,46.949999999999996,-32.3,,,,,3700,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2006,jh-p48-3702,1408.0,,Fabaceae,Tachigali,,leaf herbarium,50.3,-26.31,,,,,3702,Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2006,jh-p50-3617,1470.0,8780.0,Styracaceae,Styrax,cordatus,leaf herbarium,49.21,-31.4,,,,,3617,Galeras_cellulose.xlsx,1500.0
Galeras,48.0,Galeras_48,2006,jh-p48-3699,1398.0,8678.0,Sapotaceae,Ragala,sanguinolenta,leaf herbarium,48.84,-30.45,,,,,"3699,2460",Galeras_cellulose.xlsx,1000.0
Galeras,28.0,Galeras_28,2006,jh-p28-3578,731.0,,Myristicaceae,Virola,obovata,leaf herbarium,58.84,-30.95,,,,,3578,Galeras_cellulose.xlsx,2000.0
Galeras,20.0,Galeras_20,2006,jh-p20-3715,498.0,,Myristicaceae,Compsoneura,capitellata,leaf herbarium,46.839999999999996,-25.81,,,,,3715,Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2006,jh-p50-3625,1464.0,8800.0,Euphorbiaceae,Alchornea,triplinervia,leaf herbarium,47.660000000000004,-28.8,,,,,3625,Galeras_cellulose.xlsx,1500.0
Galeras,23.0,Galeras_23,2006,jh-p23-3736,553.0,8986.0,Fabaceae,Inga,marginata,leaf herbarium,45.92,-30.18,,,,,3736,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2006,jh-p23-3744,563.0,8975.0,Fabaceae,Inga,capitata,leaf herbarium,47.24,-29.71,,,,,3744,Galeras_cellulose.xlsx,1000.0
Galeras,28.0,Galeras_28,2006,jh-p28-3587,715.0,8738.0,Rosaceae,Prunus,opaca,leaf herbarium,46.46,-27.28,,,,,3587,Galeras_cellulose.xlsx,2000.0
Galeras,62.0,Galeras_62,2006,jh-p62-3615,1880.0,,Lauraceae,Ocotea,subrutilans,leaf herbarium,47.74,-28.4,,,,,3615,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2006,jh-p50-3624,1459.0,8786.0,Melastomataceae,Ossaea,laxivenula,leaf herbarium,48.309999999999995,-27.5,,,,,3624,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2006,jh-p60-5010,1823.0,8767.0,Lecythidaceae,Eschweilera,,leaf herbarium,52.52,-30.96,,,,,"5010, same as 3670",Galeras_cellulose.xlsx,1500.0
Galeras,23.0,Galeras_23,2006,p23-566,566.0,8631.0,Rubiaceae,Posoqueria,latifolia,leaf pulverized,44.99,-32.8,,,,,2016,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2006,p23-578,578.0,,Fabaceae,Inga,leiocalycina,leaf pulverized,34.96,-30.42,,,,,2021,Galeras_cellulose.xlsx,1000.0
Galeras,29.0,Galeras_29,2006,p29-792,792.0,,Chrysobalanaceae,Hirtella,cf. schultesii,leaf pulverized,37.66,-32.34,,,,,"3796,2501",Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2006,p23-565,565.0,8972.0,Meliaceae,Guarea,pterorhachis,leaf pulverized,43.68,-32.44,,,,,,Galeras_cellulose.xlsx,1000.0
Galeras,20.0,Galeras_20,2006,p20-495,495.0,,Rubiaceae,Randia,,leaf pulverized,40.12,-29.9,,,,,,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2006,p23-560,560.0,8982.0,Sapotaceae,Lucuma,multiflora,leaf pulverized,39.61,-30.1,,,,,3740,Galeras_cellulose.xlsx,1000.0
Galeras,20.0,Galeras_20,2006,p20-489,489.0,,Myristicaceae,Compsoneura,capitellata,leaf pulverized,46.72,-29.51,,,,,,Galeras_cellulose.xlsx,1000.0
Galeras,28.0,Galeras_28,2025,p28-8715,,8715.0,Rubiaceae,Rubi28,,leaf pulverized,41.1444369347698,-30.2891308227147,1.5008298,47.8611059,-1.398878787878791,-32.71591049840934,,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8726,739.0,8726.0,Rubiaceae,Elaeagia,mariae,leaf pulverized,43.9438583086035,-29.1445559259646,1.2930682,45.821732,-0.8156515151515178,-31.40620784729586,3581,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8735,719.0,8735.0,Fabaceae,Diplotropis,aff purpurea,leaf pulverized,43.0530253219559,-30.4450094992612,2.2495804,44.4235226,-0.6968459595959623,-32.54059597030753,"3579,2295",Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8718,746.0,8718.0,Myristicaceae,Virola,obovata,leaf pulverized,48.1950414439901,-30.343796248292,2.3168089999999997,49.8854583,-0.437633838383841,-31.94246405090138,,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8733,726.0,8733.0,Sapotaceae,Sapo28,,leaf pulverized,46.3938398732814,-29.1034967823109,1.6560271000000002,50.3014387,-0.6212424242424268,-31.08651664899258,3601,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8708,755.0,8708.0,Lauraceae,Ocotea,subrutilans,leaf pulverized,44.7140793737736,-30.2890504456658,1.3334221,48.744971799999995,0.04838888888888647,-31.73621166489926,3582,Galeras_cellulose.xlsx,2000.0
Galeras,23.0,Galeras_23,2025,p23-8976,561.0,8976.0,Rubiaceae,Faramea,multiflora,leaf pulverized,43.330252490663,-31.0694918492985,1.6808389,39.2860231,2.316494949494948,-32.53028335100743,2022,Galeras_cellulose.xlsx,1000.0
Galeras,28.0,Galeras_28,2025,p28-8721,737.0,8721.0,Moraceae,Helicostylis,tovariensis,leaf pulverized,43.5912375771325,-30.9151158293839,2.7895579,41.484919399999995,1.225643939393937,-32.16934167550372,2311,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8721,,8721.0,Chrysobalanaceae,,,leaf pulverized,43.5912375771325,-30.9151158293839,2.7895579,41.484919399999995,1.225643939393937,-32.16934167550372,,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8716,740.0,8716.0,Theaceae,Gordonia,fruticosa,leaf pulverized,44.4568875907566,-28.6232503275406,1.1539571,45.4169737,-4.04500252525253,-30.37494591728526,2296,Galeras_cellulose.xlsx,2000.0
Galeras,23.0,Galeras_23,2025,p23-8974,564.0,8974.0,Sapotaceae,Cornuella,venezuelanense,leaf pulverized,37.2296106855743,-29.1951021508777,3.2737523,44.6083019,1.344449494949493,-30.52963520678685,3745,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2025,p23-8980,570.0,8980.0,Moraceae,Sorocea,trophoides,leaf pulverized,29.235018235055,-27.2953083375885,1.8465961999999998,38.981501699999995,1.852073232323231,-30.23056924708378,2034,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2025,p23-8986,553.0,8986.0,Fabaceae,Inga,marginata,leaf pulverized,41.159136443641,-29.4525475567856,4.0569896000000005,45.12003,0.1347929292929269,-30.33369544008483,3736,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2025,p23-8983,559.0,8983.0,Lecythidaceae,Grias,peruviana,leaf pulverized,42.337351793583,-29.0008888885468,1.1074035,42.231847300000005,0.7396212121212099,-30.57088568398727,3739,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2025,p23-8975,563.0,8975.0,Fabaceae,Inga,capitata,leaf pulverized,41.5303356058943,-29.7107721724254,2.9246209,44.456076700000004,-1.064063131313134,-31.6330854718982,3744,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2025,p23-8985,,8985.0,Rubiaceae,,,leaf pulverized,41.6439967715565,-29.519304007414,2.2873870000000003,49.5707737,2.629709595959595,-31.89090095440085,,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2025,p23-8989,558.0,8989.0,Fabaceae,Tachigali,,leaf pulverized,45.4857606024444,-29.3396028599395,1.8643937,46.0285072,2.132886363636362,-30.85963902439025,3738,Galeras_cellulose.xlsx,1000.0
Galeras,28.0,Galeras_28,2025,p28-8702,757.0,8702.0,Peraceae,Chaetocarpus,,leaf pulverized,42.5086207928534,-31.1912963223841,1.0451804,34.852384199999996,1.528058080808079,-32.58184644750796,3580,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8713,,8713.0,Urticaceae,Pourouma,minor,leaf pulverized,41.4838720382917,-30.3984872633766,1.8573859000000001,44.6465811,0.4480075757575734,-32.6437221633086,,Galeras_cellulose.xlsx,2000.0
Galeras,28.0,Galeras_28,2025,p28-8711,748.0,8711.0,Fabaceae,Diplotropis,aff purpurea,leaf pulverized,43.6843747584017,-29.8149753765473,2.5007091,46.9511845,-0.7292474747474775,-31.36495737009544,,Galeras_cellulose.xlsx,2000.0
Galeras,23.0,Galeras_23,2025,p23-8982,560.0,8982.0,Sapotaceae,Lucuma,multiflora,leaf pulverized,42.6094512384768,-29.4398007961879,1.8394412999999998,43.9969982,2.996926767676766,-31.47839618239661,3740,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2025,p22-8962,543.0,8962.0,Fabaceae,Jupunba,trapezifolia var. micradenia,leaf pulverized,41.2453944867987,-31.6435901264917,2.9902414,44.7937109,0.05918939393939154,-33.57185790031813,2037,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2025,p22-8966,,8966.0,Myristicaceae,,,leaf pulverized,45.2066695761991,-33.4635486186094,2.3312171999999998,47.3049903,2.100484848484847,-34.51030625662779,,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2025,p22-8961,531.0,8961.0,Fabaceae,Inga,laevigata,leaf pulverized,42.9734858344922,-30.0055722815965,2.7952579,45.9607526,1.484856060606059,-32.3137183457052,2062,Galeras_cellulose.xlsx,1000.0
Galeras,,Galeras_<NA>,2025,p28-8878,,8878.0,,,,leaf pulverized,41.9588020834581,-32.5768790499547,,,,,,Galeras_cellulose.xlsx,
Galeras,22.0,Galeras_22,2025,p22-8965,,8965.0,Melastomataceae,,,leaf pulverized,44.2499966869261,-31.980242911481,2.0303437,35.7138371,3.720560606060605,-32.98403860021209,,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2025,p22-8968,547.0,8968.0,Myristicaceae,Virola,pavonis,leaf pulverized,43.9651545875486,-25.8864785486152,3.2576278,47.1324392,2.003280303030301,-27.78647847295865,3782,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2025,p22-8957,537.0,8957.0,Lauraceae,Ocotea,oblonga,leaf pulverized,40.6982427243902,-30.5903662612624,2.0112341999999996,47.9522005,-2.241318181818185,-33.55123266171793,2047,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2025,p22-8955,535.0,8955.0,Myristicaceae,Virola,calophylla,leaf pulverized,45.6439322011342,-33.0767664672718,1.759832,46.4610416,2.348896464646463,-34.29374125132556,2045,Galeras_cellulose.xlsx,1000.0
Galeras,22.0,Galeras_22,2025,p22-8945,521.0,8945.0,Myristicaceae,Compsoneura,capitellata,leaf pulverized,42.3964946066613,-27.4993837776844,1.3777052,45.5753591,0.5344116161616138,-29.99337900318134,3715,Galeras_cellulose.xlsx,1000.0
Galeras,60.0,Galeras_60,2025,p60-8766,1812.0,8766.0,Myrtaceae,,,leaf pulverized,44.8741459752896,-32.4656005500957,1.2963235,43.3789416,-3.980199494949499,-34.38655482502651,,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8752,1830.0,8752.0,Lauraceae,Ocotea,subrutilans,leaf pulverized,42.4102060321098,-29.1399936400367,1.3743392,50.177422400000005,-6.647924242424247,-31.91152619300106,3660,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8776,1803.0,8776.0,Rubiaceae,Ladenbergia,acutifolia,leaf pulverized,44.2966355141506,-30.2160572754191,1.4257494000000002,48.7097855,-3.3429696969697,-32.36528144220573,3611,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8743,1806.0,8743.0,Calophyllaceae,Marila,,leaf pulverized,43.9215008824832,-30.4205716335254,1.5013997,48.018792999999995,-0.07041666666666911,-32.04559024390244,"3662, =2512",Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8744,1833.0,8744.0,,,,leaf pulverized,44.8352868834149,-29.1690486954253,4.4596189,48.1715401,0.7288207070707049,-31.62277285259809,3658,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8769,1807.0,8769.0,Peraceae,Chaetocarpus,,leaf pulverized,41.977821520632,-27.7086792381737,1.4747839,42.904386300000006,-1.074863636363639,-29.70462566277837,2525,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8777,1804.0,8777.0,Lauraceae,Ocotea,,leaf pulverized,42.9259704816289,-32.2858487083775,1.9979472000000003,49.6829145,-4.379818181818186,-34.80937221633086,3659 und 2524,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8760,1815.0,8760.0,Myrtaceae,,,leaf pulverized,42.4809951955718,-30.8542060443791,1.3759967,47.1447479,-3.591381313131317,-33.0046638388123,,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8774,1802.0,8774.0,Moraceae,Helicostylis,tovariensis,leaf pulverized,43.3265177052123,-29.3334332956575,2.5687413,41.838771,-0.2756262626262652,-30.73588759278897,2523,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8763,1813.0,8763.0,Lauraceae,Ocotea,,leaf pulverized,43.4781494563771,-28.9019351063201,1.9263705,48.746175,-1.960505050505054,-31.76714952279958,3657,Galeras_cellulose.xlsx,1500.0
Galeras,60.0,Galeras_60,2025,p60-8751,1831.0,8751.0,Lecythidaceae,Eschweilera,,leaf pulverized,43.9985520392265,-27.7592202890675,2.8111832999999997,47.7432064,1.268845959595958,-30.73588759278897,3670,Galeras_cellulose.xlsx,1500.0
Galeras,28.0,Galeras_28,2025,p28-8738,715.0,8738.0,Rosaceae,Prunus,opaca,leaf pulverized,43.8414388746346,-32.2611441649535,1.6373887,45.8460268,-0.9776590909090938,-33.37591813361612,3587,Galeras_cellulose.xlsx,2000.0
Galeras,,Galeras_<NA>,2025,p60-8885,,8885.0,,,,leaf pulverized,46.2252054795823,-33.2532341567998,,,,,,Galeras_cellulose.xlsx,
Galeras,48.0,Galeras_48,2025,p48-8665,1411.0,8665.0,Moraceae,Helicostylis,tomentosa,leaf pulverized,43.5494988819161,-26.7460878984196,,,,,3696,Galeras_cellulose.xlsx,1000.0
